iter	Logloss
756	0.08958520404
757	0.08952962156
758	0.08938595796
759	0.08924091624
760	0.08916055306
761	0.08904483954
762	0.08893272134
763	0.08889752228
764	0.08883872303
765	0.0887589489
766	0.08864719144
767	0.08853928192
768	0.08852165497
769	0.08834604895
770	0.08816952942
771	0.08810989686
772	0.08799148486
773	0.08787545964
774	0.08770900791
775	0.0876122054
776	0.08756830251
777	0.08752122227
778	0.08750405657
779	0.08748682025
780	0.08732031447
781	0.08707906088
782	0.08703178982
783	0.08694776841
784	0.08686326962
785	0.08675315487
786	0.08673372224
787	0.08664031803
788	0.08660351535
789	0.08656893464
790	0.08648735737
791	0.08634523008
792	0.08618698777
793	0.08610825519
794	0.08594042673
795	0.08579165482
796	0.08575568819
797	0.08552739962
798	0.08544847343
799	0.08535191384
800	0.08529081726
801	0.08523536073
802	0.08519096062
803	0.0849912608
804	0.08494691779
805	0.08483382982
806	0.08474299264
807	0.08473023942
808	0.08455280525
809	0.08447472262
810	0.0843790419
811	0.08423493245
812	0.08406929363
813	0.08389650166
814	0.08377164002
815	0.08359765884
816	0.08352405461
817	0.08342139071
818	0.08332672909
819	0.08320201701
820	0.08312973484
821	0.08303301102
822	0.0828556522
823	0.08281714477
824	0.08280084552
825	0.08269554001
826	0.08259313338
827	0.08238163676
828	0.08219284766
829	0.08216297766
830	0.08199833764
831	0.08190424244
832	0.08181312394
833	0.08171784496
834	0.08152732956
835	0.0814017949
836	0.08124915454
837	0.081098654
838	0.08102639034
839	0.08084687759
840	0.08083755902
841	0.08069605574
842	0.08067328808
843	0.08065859704
844	0.08057828878
845	0.08051325436
846	0.08044809722
847	0.08031105607
848	0.08022004777
849	0.08011941369
850	0.08003006374
851	0.07991379854
852	0.07990024245
853	0.07981138593
854	0.07979745177
855	0.07971506996
856	0.07961765668
857	0.07950346949
858	0.07941574184
859	0.07933856439
860	0.07919612632
861	0.07909649649
862	0.07900414261
863	0.07892350769
864	0.07877781977
865	0.07868095407
866	0.07858791291
867	0.07847929438
868	0.07839050962
869	0.07827537437
870	0.0782523742
871	0.07809405472
872	0.07805556531
873	0.07787944895
874	0.07780239143
875	0.07769668709
876	0.07762706854
877	0.0775026953
878	0.07741291746
879	0.07731828142
880	0.07722626024
881	0.07712759686
882	0.07701292387
883	0.07688943919
884	0.07687603594
885	0.07676439106
886	0.07660631988
887	0.0765589116
888	0.07642204573
889	0.07635716866
890	0.07624300119
891	0.07614402506
892	0.07605431788
893	0.07588513168
894	0.07585601775
895	0.07573331138
896	0.07567110911
897	0.07558029621
898	0.0754489742
899	0.07538216918
900	0.07527348358
901	0.07518614185
902	0.07502553077
903	0.07489162911
904	0.07485224798
905	0.07483701226
906	0.07475259357
907	0.07465886866
908	0.07457486427
909	0.07453857657
910	0.07451972984
911	0.07443030731
912	0.07431482419
913	0.0741734503
914	0.07410351785
915	0.07403983438
916	0.07396370448
917	0.0738241182
918	0.07369978937
919	0.07358285518
920	0.07343799741
921	0.0733665834
922	0.07323149292
923	0.073149553
924	0.07306479624
925	0.07298181882
926	0.07297027865
927	0.07287014091
928	0.07278743118
929	0.07270268606
930	0.07256121391
931	0.07239695865
932	0.07236161761
933	0.07224819095
934	0.07207925463
935	0.07200506668
936	0.07193175745
937	0.07191478479
938	0.07183342788
939	0.07175735144
940	0.07171781983
941	0.07159066133
942	0.07149773379
943	0.07140115874
944	0.07129280367
945	0.07123382233
946	0.07114687766
947	0.07104530488
948	0.07090961379
949	0.07084021204
950	0.070785134
951	0.07070983949
952	0.07059580115
953	0.07047578875
954	0.07046503005
955	0.07041278836
956	0.07028179568
957	0.07021710304
958	0.0701084409
959	0.07009113649
960	0.07002172461
961	0.06991269935
962	0.06990190766
963	0.06983635513
964	0.06976394503
965	0.06970507508
966	0.06959612395
967	0.06949966436
968	0.0694295263
969	0.06930699145
970	0.06921213706
971	0.06908709069
972	0.06895129482
973	0.06885292858
974	0.06877550542
975	0.0686670458
976	0.06852899383
977	0.06845309901
978	0.0683491278
979	0.06816047672
980	0.06814503409
981	0.06799338107
982	0.0679280622
983	0.06789320016
984	0.06782294285
985	0.06776666715
986	0.06771195705
987	0.06764000954
988	0.06758072323
989	0.0674862736
990	0.06738484067
991	0.06733633267
992	0.06730184937
993	0.06725880313
994	0.06720145493
995	0.06710903341
996	0.06704499377
997	0.06689987944
998	0.0667772224
999	0.06668974698
